identifiant,titre,description,lien,état,prix,disponibilité,lien image,gtin,référence fabricant,marque
911,Coussin appui-tête Strata de Earthlite,Le coussin appui-tête Strata de Earthlite est fait de 2 couches de mousse ultra confortables.,https://massageboutik.com/fr/equipements-de-massage/911-coussin-appui-tete-strata-de-earthlite.html,new,CAD$69.99,In Stock,https://massageboutik.com/3770-large_default/coussin-appui-tete-strata-de-earthlite.jpg,,EL-63202C,"
						Earthlite
					"
980,Serviette de Corps en Ratine - Importé du Pakistan,"Serviette de corps,
,Serviette de corps fabriquée 100% en ratine de coton.,
,Elle se décline en trois couleurs (blanche, ivoire, grise) pour s'agencer à votre décor.,
",https://massageboutik.com/fr/home/980-serviette-de-corps-en-ratine-22-x44-.html,new,CAD$5.00,In Stock,https://massageboutik.com/4138-large_default/serviette-de-corps-en-ratine-22-x44-.jpg,,,
883,Drap plat en percale,"Le tissu de percale est connu pour son tissage serré et que l’on retrouve souvent dans la confection des draps.,
,Notre literie de percale est un mélange de polyester/coton de 180 fils (60% de polyester et 40% de coton).",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/883-drap-plat-en-percale.html,new,CAD$14.99,In Stock,https://massageboutik.com/3661-large_default/drap-plat-en-percale.jpg,,,
885,Taie d'oreiller en percale - Style Enveloppe,"Notre taie d'oreiller en percale de ­<style enveloppe> se ferme à l'extrémité de la taie, de sorte que l'oreiller est rentré dans la taie et ne se voit pas, offrant ainsi une finition plus esthétique.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/885-taie-d-oreiller-en-percale-style-enveloppe.html,new,CAD$3.99,In Stock,https://massageboutik.com/3664-large_default/taie-d-oreiller-en-percale-style-enveloppe.jpg,,,
772,Oreiller mousse mémoire - 8x15,"Oreiller de mousse mémoire très confortable pour appuyer la tête. Format idéal pour les tables de massage et ceux qui se déplacent fréquemment.,
,
,Format : 8x15 pouces (20x28 cm)",https://massageboutik.com/fr/accessoires-confort-pour-massage/772-oreiller-mousse-memoire-8x15.html,new,CAD$19.99,In Stock,https://massageboutik.com/3154-large_default/oreiller-mousse-memoire-8x15.jpg,,AH00O815V,"
						Allez Housses
					"
728,Harmony Roller,Rouleaux de massage Harmony.,https://massageboutik.com/fr/accessoires-de-massage/728-harmony-roller.html,new,CAD$9.99,In Stock,https://massageboutik.com/3806-large_default/harmony-roller.jpg,,,
713,"Taping:Techniques, Effets, Applic. Cliniques","Auteur :, ILBEYGUI, RABIN,Année :, 2016,Format :, 21X27,Nombre de pages :, 296 p.",https://massageboutik.com/fr/livres-chartes-et-reflexologie/713-tapingtechniques-effets-applic-cliniques-9782294747311.html,new,CAD$116.95,In Stock,https://massageboutik.com/2996-large_default/tapingtechniques-effets-applic-cliniques.jpg,,9782294747311,
910,Base appui-tête Caress de Earthlite,"Cette base appui-tête à une plate-forme souple faite de pétales douces et souples qui bougent pour diminuer la pression où votre client en a besoin. Cette base appui-tête s'adapte à toutes les formes de visages.,
,Ceci diminue la congestion nasale et augmente le confort de votre client!,
,Distance entre les trous de 8 pouces pour un ajustement parfait.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/910-base-appui-tete-flexrest-de-earthlite.html,new,CAD$119.99,In Stock,https://massageboutik.com/3759-large_default/base-appui-tete-flexrest-de-earthlite.jpg,,,"
						Earthlite
					"
297,Huile Mango,"Faites voyager votre clientèle au coeur des tropiques avec cette huile à l'odeur envoûtante. Conçue d'un mélange d'huiles végétales riches et hydratantes, elle laissera la peau douce et satinée.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/297-huile-mango.html,new,CAD$4.99,In Stock,https://massageboutik.com/686-large_default/huile-mango.jpg,,HM-XXX,
978,Débarbouillette en Ratine - 12''x12'',"Débarbouillette ,
,Débarbouillette fabriquée 100% en ratine de coton. ,
,De bonne qualité qui reste belle après le lavage. ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/978-debarbouillette-12-x12-.html,new,CAD$1.00,In Stock,https://massageboutik.com/4130-large_default/debarbouillette-12-x12-.jpg,,,
882,Housse contour en percale,"Le tissu de percale est connu pour son tissage serré et que l’on retrouve souvent dans la confection des draps.,
,Notre literie de percale est un mélange de polyester/coton de 180 fils (60% de polyester et 40% de coton). ,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/882-housse-contour-en-percale.html,new,CAD$14.99,In Stock,https://massageboutik.com/3660-large_default/housse-contour-en-percale.jpg,,,
712,Examen Clinique des Membres &Rachis 2E ED.,Acheter Examen Clinique des Membres &Rachis 2E ED. de Massage Boutik,https://massageboutik.com/fr/livres-chartes-et-reflexologie/712-examen-clinique-des-membres-rachis-2e-ed-9782294093180.html,new,CAD$69.95,In Stock,https://massageboutik.com/2995-large_default/examen-clinique-des-membres-rachis-2e-ed.jpg,,9782294093180,
284,"Menthe poivrée, Mentha piperita","Anti-infectieuse, antibactérienne, antivirale+++, antifongique, antiparasitaire. Tonique et stimulante+++ Anticatarrhale, expectorante et mucolytique. Antalgique, anesthésiante+++. Anti-inflammatoire intestinale et urinaire. Décongestionnante prostatique. « Hormone-like » et emménagogue (régulation ovarienne).",https://massageboutik.com/fr/ambiance/284-melaleuque-a-feuilles-alternes-melaleuca-alternifolia.html,new,CAD$14.56,In Stock,https://massageboutik.com/4250-large_default/melaleuque-a-feuilles-alternes-melaleuca-alternifolia.jpg,,,"
						Aliksir
					"
975,Piqué chauffant de EarthLite,Acheter Piqué chauffant de EarthLite de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/975-pique-chauffant-pour-table-de-massage.html,new,CAD$99.99,In Stock,https://massageboutik.com/4122-large_default/pique-chauffant-pour-table-de-massage.jpg,,PIQ-CHFF,"
						Earthlite
					"
987,Drap Plat - Polar Bouclé,"Drap Plat - Polar Bouclé,
,Le polar bouclé est un tissu épais et moelleux extrêmement doux.,
,Idéal pour apporter luxe et confort à vos soins.,
,Un côté duveteux et doux sur la peau et un côté plat qui ne fait pas de peluche au lavage.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/987-drap-plat-polar-boucle.html,new,CAD$27.99,In Stock,https://massageboutik.com/4221-large_default/drap-plat-polar-boucle.jpg,,,"
						Allez Housses
					"
995,Coussin pour les épaules - Sarrasin & Vinyle,Paire de coussins pour redresser les épaules de votre client lorsque couché sur le ventre.,https://massageboutik.com/fr/equipements-de-massage/995-coussins-pour-les-epaules-sarrasin.html,new,CAD$10.99,In Stock,https://massageboutik.com/4345-large_default/coussins-pour-les-epaules-sarrasin.jpg,,,"
						Allez Housses
					"
909,Base appui-tête Flexrest de Earthlite,"Cette base appui-tête à une plate-forme souple qui enlève la pression sur le front de votre client.,
,Ceci diminue en même temps la congestion et augmente le confort de votre client!,
,Distance entre les trous de 8 pouces pour un ajustement parfait.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/909-base-appui-tete-flexrest-de-earthlite.html,new,CAD$119.99,In Stock,https://massageboutik.com/3753-large_default/base-appui-tete-flexrest-de-earthlite.jpg,,,"
						Earthlite
					"
949,Huile de Son de Riz - MassageBoutik,"Huile de massage de Son de Riz,
,Contient un antioxydant plus puissant que la vitamine E.,
,Produit fièrement fabriqué au, ,Québec ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/949-huile-de-son-de-riz-massageboutik.html,new,CAD$3.99,In Stock,https://massageboutik.com/3970-large_default/huile-de-son-de-riz-massageboutik.jpg,,,
961,Huile de massage légère ''Nutri-Naturals'' de Biotone,Acheter Huile de massage légère ''Nutri-Naturals'' de Biotone de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/961-huile-de-massage-nutri-naturals-de-biotone.html,new,CAD$1.25,In Stock,https://massageboutik.com/4048-large_default/huile-de-massage-nutri-naturals-de-biotone.jpg,,NNO,"
						Biotone
					"
632,Bâton de percussion,"Bâtons de percussion,
",https://massageboutik.com/fr/accessoires-therapeutiques-pour-massage/632-baton-de-percussion.html,new,CAD$11.99,In Stock,https://massageboutik.com/2786-large_default/baton-de-percussion.jpg,,L524,
287,"Niaouli, Melaleuca quinquinervia cineolifera","Acheter Niaouli, Melaleuca quinquinervia cineolifera de Massage Boutik",https://massageboutik.com/fr/ambiance/287-niaouli-melaleuca-quinquinervia-cineolifera.html,new,CAD$9.10,In Stock,https://massageboutik.com/4251-large_default/niaouli-melaleuca-quinquinervia-cineolifera.jpg,,,"
						Aliksir
					"
283,"Mélaleuque à feuilles alternes, Melaleuca alternifolia","Positivante, anti-infectieux++++, anti-bactérienne++++ à large spectre, anti-fongique (candida) antivirale, anti-parasite, antiseptique+++, anti-inflammatoire, immunostimulant, anti-asthénique++, tonicardiaque, décongestionnant veineuse, phlébotonique, neurotonique (équilibration) analgésique, hyperthermisante, radioprotectrice. ",https://massageboutik.com/fr/ambiance/283-melaleuque-a-feuilles-alternes-melaleuca-alternifolia.html,new,CAD$11.58,In Stock,https://massageboutik.com/645-large_default/melaleuque-a-feuilles-alternes-melaleuca-alternifolia.jpg,,,"
						Aliksir
					"
986,Drap housse/contour en Polar Bouclé,"Drap housse/contour en Polar Bouclé,
,Le polar bouclé est un tissu épais et moelleux extrêmement doux.,
,Idéal pour apporter luxe et confort à vos soins.,
,Un côté duveteux et doux sur la peau et un côté plat pour éviter qu'il devienne mousseux au lavage.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/986-housse-en-polar-boucle.html,new,CAD$29.99,In Stock,https://massageboutik.com/4218-large_default/housse-en-polar-boucle.jpg,,,"
						Allez Housses
					"
282,"Litsée citronnée, Litsea citrata","Acheter Litsée citronnée, Litsea citrata de Massage Boutik",https://massageboutik.com/fr/ambiance/282-litsee-citronnee-litsea-citrata.html,new,CAD$15.67,In Stock,https://massageboutik.com/644-large_default/litsee-citronnee-litsea-citrata.jpg,,HE LITCU BIO  XX,"
						Aliksir
					"
154,"Huile de massage ""Clear Results"" - Biotone","Huile de massage ""Clear Results"" est légère, claire et soyeuse.,Elle se lave facilement et laisse vos draps et serviettes sous leur meilleur jour.",https://massageboutik.com/fr/produits-de-massage/154-huile-de-massage-clear-results.html,new,CAD$28.99,In Stock,https://massageboutik.com/417-large_default/huile-de-massage-clear-results.jpg,,CROXXX,"
						Biotone
					"
999,Trio d'huile MassageBoutik - 60ml,"Valeur au détail de plus de 12$ ! ,
,
,- Huile 100% pure de Coco Franctionnée - 60ml,
,- Huile vibrante Mango - 60ml,
,- Huile 100% pure Son de Riz - 60ml",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/999-vendredi-fou-trio-d-huile-60ml.html,new,CAD$8.40,In Stock,https://massageboutik.com/4390-large_default/vendredi-fou-trio-d-huile-60ml.jpg,,VF-TRIO,
709,Atlas d'anatomie humaine Netter,"Auteur :, NETTER, FRANK H.,Année :, 2015,Édition :, 6e éd.,Format :, 22X28,5,Nombre de pages :, 628 p.",https://massageboutik.com/fr/livres-chartes-et-reflexologie/709-atlas-d-anatomie-humaine-netter-9782294741241.html,new,CAD$119.95,In Stock,https://massageboutik.com/2992-large_default/atlas-d-anatomie-humaine-netter.jpg,,9782294756290,
886,Taie d'oreiller en percale - standard,Acheter Taie d'oreiller en percale - standard de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/886-taie-d-oreiller-en-percale-standard.html,new,CAD$3.99,In Stock,https://massageboutik.com/3666-large_default/taie-d-oreiller-en-percale-standard.jpg,,,
679,Table Cart,Chariot pour table de Oakworks,https://massageboutik.com/fr/accessoires-de-table-de-massage/679-table-cart.html,new,CAD$125.99,In Stock,https://massageboutik.com/2943-large_default/table-cart.jpg,,26884,
557,Masseur de tête,Offrez la détente suprême à vos clients et amis en stimulant tous les points réflexes de leur cuir chevelu!,https://massageboutik.com/fr/accessoires-therapeutiques-pour-massage/557-masseur-de-tete.html,new,CAD$9.99,In Stock,https://massageboutik.com/2547-large_default/masseur-de-tete.jpg,,MASS-TETE,
281,"Lavande officinale, Lavandula officinalis","Régulation du système nerveux, calmante, sédative, antidépressive, antispasmodique puissante, décontractante musculaire, hypotensive+++. Antiseptique général et pulmonaire. Cardiotonique et tonique+, calmant des nerfs du cœur. Cicatrisante cutanée+, régénératrice cutanée en usage externe. Anti-inflammatoire et antalgique++. ",https://massageboutik.com/fr/ambiance/281-lavande-officinale-lavandula-officinalis.html,new,CAD$20.75,In Stock,https://massageboutik.com/643-large_default/lavande-officinale-lavandula-officinalis.jpg,,HE LAOF BIO  XX,"
						Aliksir
					"
1036,Cosses de Sarrasin en Vrac,"Cosses de Sarrasin en Vrac,
,Vous utilisez des traversins ou oreillers pour vos soins? Vous connaissez donc les bienfaits des cosses de sarrasin.,
,Les cosses de sarrasin permettent à l'air de circuler librement dans le coussin, évitant ainsi l'accumulation de la chaleur et de la transpiration.,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1036-cosses-de-sarrasin-en-vrac.html,new,CAD$0.00,In Stock,https://massageboutik.com/4655-large_default/cosses-de-sarrasin-en-vrac.jpg,,,
40,Biogel - Vitalité Chai,"BIOGEL Vitalité Chai est recommandé pour le massage global ou spécifique favorisant l’équilibre, l’harmonisation et la vitalité du corps et de l’esprit.",https://massageboutik.com/fr/produits-de-massage/40-biogel-vitalite-chai.html,new,CAD$9.89,In Stock,https://massageboutik.com/87-large_default/biogel-vitalite-chai.jpg,,GELXXXVIT,"
						Les Soins Corporels l'Herbier
					"
1020,Millepertuis (Hypericum perforatum) macérât huileux,"Millepertuis (Hypericum perforatum) macérât huileux,
,Les Amérindiens l’utilisent comme calmant ainsi que pour soigner les coupures, les problèmes de peau, les rhumatismes, les affections pulmonaires, la diarrhée et la fièvre.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1020-millepertuis-hypericum-perforatum-macerat-huileux.html,new,CAD$14.00,In Stock,https://massageboutik.com/4566-large_default/millepertuis-hypericum-perforatum-macerat-huileux.jpg,,,"
						Aliksir
					"
907,Masque peel-off aux Carottes,Acheter Masque peel-off aux Carottes de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/907-masque-aux-carottes.html,new,CAD$5.50,In Stock,https://massageboutik.com/3749-large_default/masque-aux-carottes.jpg,,,"
						ORE
					"
998,Culotte anti-cellulite - Solidea,"Solidea, culotte anti-cellulite,
,Fabriqué en Italie avec les technologies les plus modernes, des matériaux haut de gamme et dans le respect de l’environnement.,
,Que vous fassiez des activités quotidiennes ou de l'exercice, ces shorts moulants vous gardent fraîche, sûre et soutenue.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/998-culotte-anti-cellulite-solidea.html,new,CAD$50.21,In Stock,https://massageboutik.com/4380-large_default/culotte-anti-cellulite-solidea.jpg,,,"
						SOLIDEA
					"
960,Gel de massage ''Healthy Benefits'' de Biotone,"Gel de massage Healthy Benefits,
,Le gel de massage Healthy Benefits offre une couverture nettement supérieure à celle des huiles, ce qui permet d'en utiliser beaucoup moins.,
,Cette formule riche contient des antioxydants puissants de grenade, de thé vert, de raisin blanc et de pépins de raisin pour adoucir, apaiser et protéger.",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/960-gel-de-massage-healthy-benefits-de-biotone.html,new,CAD$25.99,In Stock,https://massageboutik.com/4041-large_default/gel-de-massage-healthy-benefits-de-biotone.jpg,,HBG,"
						Biotone
					"
